Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Georgia,Weighted distribution of population (%),42.9,37.5,0.2,6.4,0,2,11,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Georgia,Count of COVID-19 deaths,5676,3806,,181,,16,629,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Georgia,Distribution of COVID-19 deaths (%),55,36.9,,1.8,,0.2,6.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Georgia,Weighted distribution of population (%),42.6,37.8,0.2,6.4,0,2,10.9,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Georgia,Count of COVID-19 deaths,4102,1960,,161,,,306,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Georgia,Distribution of COVID-19 deaths (%),62.7,30,,2.5,,,4.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Georgia,Weighted distribution of population (%),43.3,37,0.2,6.4,0.1,2,11.1,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Georgia,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Georgia,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Georgia,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Georgia,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Georgia,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Georgia,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Georgia,Count of COVID-19 deaths,75,132,0,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Georgia,Distribution of COVID-19 deaths (%),34.4,60.6,0,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Georgia,Weighted distribution of population (%),41.1,40.9,0.2,6.5,0,2,9.3,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Georgia,Count of COVID-19 deaths,468,549,0,18,,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Georgia,Distribution of COVID-19 deaths (%),43.5,51,0,1.7,,,3.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Georgia,Weighted distribution of population (%),41.5,38.8,0.2,6.7,0,2,10.8,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Georgia,Count of COVID-19 deaths,399,333,0,12,,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Georgia,Distribution of COVID-19 deaths (%),50.1,41.8,0,1.5,,,6.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Georgia,Weighted distribution of population (%),41.7,37.6,0.2,7,0,2,11.5,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Georgia,Count of COVID-19 deaths,249,201,,,,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Georgia,Distribution of COVID-19 deaths (%),48.6,39.3,,,,,9.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,06/01/2020,06/30/2020,2020,6,By Month,Georgia,Weighted distribution of population (%),42,38.5,0.2,6.5,0,2,10.7,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Georgia,Count of COVID-19 deaths,565,587,,31,0,0,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Georgia,Distribution of COVID-19 deaths (%),42.6,44.2,,2.3,0,0,10.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,07/01/2020,07/31/2020,2020,7,By Month,Georgia,Weighted distribution of population (%),41.5,38.9,0.2,6.7,0,2,10.7,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Georgia,Count of COVID-19 deaths,946,699,,26,0,,119,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Georgia,Distribution of COVID-19 deaths (%),52.7,38.9,,1.4,0,,6.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,08/01/2020,08/31/2020,2020,8,By Month,Georgia,Weighted distribution of population (%),43.3,37.4,0.2,6.1,0.1,2,10.9,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Georgia,Count of COVID-19 deaths,563,308,,18,0,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Georgia,Distribution of COVID-19 deaths (%),58.6,32.1,,1.9,0,,6.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,09/01/2020,09/30/2020,2020,9,By Month,Georgia,Weighted distribution of population (%),42.9,37,0.2,6.3,0.1,2,11.5,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Georgia,Count of COVID-19 deaths,518,213,,10,0,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Georgia,Distribution of COVID-19 deaths (%),67.1,27.6,,1.3,0,,3.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,10/01/2020,10/31/2020,2020,10,By Month,Georgia,Weighted distribution of population (%),43.4,38.9,0.2,5.9,0.1,2,9.6,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Georgia,Count of COVID-19 deaths,646,278,0,17,0,0,42,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Georgia,Distribution of COVID-19 deaths (%),65.7,28.3,0,1.7,0,0,4.3,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,11/01/2020,11/30/2020,2020,11,By Month,Georgia,Weighted distribution of population (%),43.5,36.7,0.2,6.1,0.1,2,11.4,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Georgia,Count of COVID-19 deaths,1247,506,,38,0,,87,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Georgia,Distribution of COVID-19 deaths (%),66.3,26.9,,2,0,,4.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,12/01/2020,12/31/2020,2020,12,By Month,Georgia,Weighted distribution of population (%),43.9,36.5,0.2,6.2,0,2,11.2,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Georgia,Count of COVID-19 deaths,2538,1074,,84,,,173,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Georgia,Distribution of COVID-19 deaths (%),65.5,27.7,,2.2,,,4.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,01/01/2021,01/31/2021,2021,1,By Month,Georgia,Weighted distribution of population (%),43.4,36.6,0.2,6.4,0.1,2,11.4,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Georgia,Count of COVID-19 deaths,1055,594,,53,,,95,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Georgia,Distribution of COVID-19 deaths (%),58.6,33,,2.9,,,5.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,02/01/2021,02/28/2021,2021,2,By Month,Georgia,Weighted distribution of population (%),43.1,37.7,0.2,6.3,0,2,10.6,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Georgia,Count of COVID-19 deaths,388,244,,18,0,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Georgia,Distribution of COVID-19 deaths (%),56.7,35.7,,2.6,0,0,4.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,03/01/2021,03/31/2021,2021,3,By Month,Georgia,Weighted distribution of population (%),42.9,37.5,0.2,6.4,0.1,2,11,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Georgia,Count of COVID-19 deaths,121,48,0,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Georgia,Distribution of COVID-19 deaths (%),66.5,26.4,0,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Georgia,Unweighted distribution of population (%),52,31.6,0.2,4.3,0.1,1.9,9.9,
04/28/2021,04/01/2021,04/24/2021,2021,4,By Month,Georgia,Weighted distribution of population (%),44.2,34.5,0.2,6.8,0,2,12.2,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Hawaii,Count of COVID-19 deaths,37,,,230,107,49,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Hawaii,Distribution of COVID-19 deaths (%),8.1,,,50.1,23.3,10.7,6.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Hawaii,Unweighted distribution of population (%),21.7,2,0.2,36.4,9.4,19.7,10.7,
04/28/2021,01/01/2020,04/24/2021,2020/2021,,By Total,Hawaii,Weighted distribution of population (%),18.5,2.4,0.2,40.9,9,18.9,10.1,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Hawaii,Count of COVID-19 deaths,31,,,184,88,36,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Hawaii,Distribution of COVID-19 deaths (%),8.5,,,50.4,24.1,9.9,6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Hawaii,Unweighted distribution of population (%),21.7,2,0.2,36.4,9.4,19.7,10.7,
04/28/2021,01/01/2020,12/31/2020,2020,,By Year,Hawaii,Weighted distribution of population (%),18.4,2.5,0.2,40.9,9,18.9,10.1,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Hawaii,Count of COVID-19 deaths,,0,0,46,19,13,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Hawaii,Distribution of COVID-19 deaths (%),,0,0,48.9,20.2,13.8,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Hawaii,Unweighted distribution of population (%),21.7,2,0.2,36.4,9.4,19.7,10.7,
04/28/2021,01/01/2021,04/24/2021,2021,,By Year,Hawaii,Weighted distribution of population (%),18.6,2.4,0.2,40.9,9,18.8,10.1,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Hawaii,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Hawaii,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Hawaii,Unweighted distribution of population (%),21.7,2,0.2,36.4,9.4,19.7,10.7,
04/28/2021,01/01/2020,01/31/2020,2020,1,By Month,Hawaii,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Hawaii,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Hawaii,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Hawaii,Unweighted distribution of population (%),21.7,2,0.2,36.4,9.4,19.7,10.7,
04/28/2021,02/01/2020,02/29/2020,2020,2,By Month,Hawaii,Weighted distribution of population (%),0,0,0,0,0,0,0,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Hawaii,Count of COVID-19 deaths,0,0,0,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Hawaii,Distribution of COVID-19 deaths (%),0,0,0,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Hawaii,Unweighted distribution of population (%),21.7,2,0.2,36.4,9.4,19.7,10.7,
04/28/2021,03/01/2020,03/31/2020,2020,3,By Month,Hawaii,Weighted distribution of population (%),17.9,2.5,0.2,41.8,8.9,18.7,10,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Hawaii,Count of COVID-19 deaths,,,0,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Hawaii,Distribution of COVID-19 deaths (%),,,0,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Hawaii,Unweighted distribution of population (%),21.7,2,0.2,36.4,9.4,19.7,10.7,
04/28/2021,04/01/2020,04/30/2020,2020,4,By Month,Hawaii,Weighted distribution of population (%),18.8,2.4,0.2,40.8,9,18.8,10.1,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Hawaii,Count of COVID-19 deaths,0,0,0,0,0,0,0,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Hawaii,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Hawaii,Unweighted distribution of population (%),21.7,2,0.2,36.4,9.4,19.7,10.7,
04/28/2021,05/01/2020,05/31/2020,2020,5,By Month,Hawaii,Weighted distribution of population (%),0,0,0,0,0,0,0,
